Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
0,AAs S:4 X:0_20,0,0,"[1, 2, 3, 4]",0.693,0.669,0.27,0.411,0.552,0.643,0.704,0.303,0.643,"[[197  83]
 [ 20  36]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",20,2019-05-10 15:01:52.486508
0,AAs S:4 X:0_20,0,1,"[0, 2, 3, 4]",0.804,0.72,0.121,0.208,0.318,0.154,0.935,0.32,0.154,"[[243  17]
 [ 44   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",37,2019-05-10 15:02:09.554593
0,AAs S:4 X:0_20,0,2,"[0, 1, 3, 4]",0.792,0.578,0.169,0.286,0.296,0.25,0.9,0.333,0.25,"[[216  24]
 [ 36  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",55,2019-05-10 15:02:27.331589
0,AAs S:4 X:0_20,0,3,"[0, 1, 2, 4]",0.697,0.575,0.108,0.286,0.315,0.364,0.764,0.235,0.364,"[[168  52]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",72,2019-05-10 15:02:44.458785
0,AAs S:4 X:0_20,0,4,"[0, 1, 2, 3]",0.758,0.552,-0.022,0.111,0.261,0.091,0.891,0.143,0.091,"[[196  24]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",89,2019-05-10 15:03:01.730895
0,AAs S:4 X:0_20,0,0,"[1, 2, 3, 4]",0.798,0.757,0.406,0.514,0.561,0.643,0.829,0.429,0.643,"[[232  48]
 [ 20  36]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 15:03:26.751940
0,AAs S:4 X:0_20,0,1,"[0, 2, 3, 4]",0.811,0.724,0.303,0.416,0.484,0.404,0.892,0.429,0.404,"[[232  28]
 [ 31  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",35,2019-05-10 15:03:42.859324
0,AAs S:4 X:0_20,0,2,"[0, 1, 3, 4]",0.833,0.797,0.0,0.0,0.322,0.0,1.0,,0.0,"[[240   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",53,2019-05-10 15:04:00.335346
0,AAs S:4 X:0_20,0,3,"[0, 1, 2, 4]",0.727,0.475,0.201,0.357,0.192,0.455,0.782,0.294,0.455,"[[172  48]
 [ 24  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",70,2019-05-10 15:04:17.515235
0,AAs S:4 X:0_20,0,4,"[0, 1, 2, 3]",0.727,0.598,-0.059,0.1,0.274,0.091,0.855,0.111,0.091,"[[188  32]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",87,2019-05-10 15:04:34.464627
0,AAs S:4 X:0_20,0,0,"[1, 2, 3, 4]",0.762,0.75,0.354,0.474,0.523,0.643,0.786,0.375,0.643,"[[220  60]
 [ 20  36]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",20,2019-05-10 15:04:59.553116
0,AAs S:4 X:0_20,0,1,"[0, 2, 3, 4]",0.59,0.541,-0.036,0.2,0.193,0.308,0.646,0.148,0.308,"[[168  92]
 [ 36  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",37,2019-05-10 15:05:16.914829
0,AAs S:4 X:0_20,0,2,"[0, 1, 3, 4]",0.819,0.766,0.093,0.133,0.3,0.083,0.967,0.333,0.083,"[[232   8]
 [ 44   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",55,2019-05-10 15:05:34.800883
0,AAs S:4 X:0_20,0,3,"[0, 1, 2, 4]",0.606,0.56,0.07,0.278,0.204,0.455,0.636,0.2,0.455,"[[140  80]
 [ 24  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",73,2019-05-10 15:05:53.175531
0,AAs S:4 X:0_20,0,4,"[0, 1, 2, 3]",0.788,0.543,0.026,0.125,0.255,0.091,0.927,0.2,0.091,"[[204  16]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",91,2019-05-10 15:06:11.254098
